도형아이디,시도명,시군구명,읍면동명,법정동명,지번,도로명,건물번호,통정보,건물명,동정보,호정보,등본주소,계약주소,준공일,입주형태,지번주소,기준년도,년도값,공간아이디,면적,등급,공간정보,longitude,latitude
16848,경기도,부천시오정구,오정동,오정동,208-11,오정로199번길,20,11통,\N,\N,1층 끝방,경기도 부천시오정구 오정동 208-11,경기도 부천시 오정동 208-11번지,1991-02-06,단독주택,경기도 부천시 오정동 208-11번지,2010-09-21,2010,3140,174.2726075,2,POINT (126.782505487456 37.5274683802982),126.782505487456,37.5274683802982
13296,경기도,부천시오정구,원종1동,원종동,296-17,고강로56번길,Feb-54,11통,대영주택,C,지2,경기도 부천시오정구 원종1동 296-17,경기도 부천시 원종동 296-17번지,1988-04-15,다세대주택,경기도 부천시 원종동 296-17번지,2010-09-21,2010,1563,222.4300605,2,POINT (126.810075159562 37.5276330846956),126.810075159562,37.5276330846956
16849,경기도,부천시오정구,오정동,오정동,208-11,오정로199번길,20,11통,\N,\N,1층 두번째,경기도 부천시오정구 오정동 208-11,경기도 부천시 오정동 208-11번지,1991-02-06,단독주택,경기도 부천시 오정동 208-11번지,2010-09-21,2010,3140,174.2726075,2,POINT (126.782505487456 37.5274683802982),126.782505487456,37.5274683802982
13297,경기도,부천시오정구,원종1동,원종동,296-18,고강로56번길,56,11통,대영주택,나A,지1,경기도 부천시오정구 원종1동 296-18,경기도 부천시 원종동 296-18번지,1988-04-18,다세대주택,경기도 부천시 원종동 296-18번지,2011-07-27,2011,979,326.308,2,POINT (126.810143304435 37.5275430630555),126.810143304435,37.5275430630555
16850,경기도,부천시오정구,오정동,오정동,208-11,오정로199번길,20,11통,\N,\N,1층 사랑의교회교패,경기도 부천시오정구 오정동 208-11,경기도 부천시 오정동 208-11번지,1991-02-06,단독주택,경기도 부천시 오정동 208-11번지,2010-09-21,2010,3140,174.2726075,2,POINT (126.782505487456 37.5274683802982),126.782505487456,37.5274683802982
13298,경기도,부천시오정구,원종1동,원종동,296-25,고강로56번길,66,11통,효창주택,1,별층2,경기도 부천시오정구 원종1동 296-25,경기도 부천시 원종동 296-25번지,1989-06-22,다세대주택,경기도 부천시 원종동 296-25번지,2011-07-27,2011,1564,283.2351385,2,POINT (126.810144394082 37.5270745565775),126.810144394082,37.5270745565775
16851,경기도,부천시오정구,오정동,오정동,208-11,오정로199번길,20,11통,\N,\N,1층 화장실옆,경기도 부천시오정구 오정동 208-11,경기도 부천시 오정동 208-11번지,1991-02-06,단독주택,경기도 부천시 오정동 208-11번지,2010-09-21,2010,3140,174.2726075,2,POINT (126.782505487456 37.5274683802982),126.782505487456,37.5274683802982
13299,경기도,부천시오정구,원종1동,원종동,296-25,고강로56번길,66,11통,효창주택,1,지층1,경기도 부천시오정구 원종1동 296-25,경기도 부천시 원종동 296-25번지,1989-06-22,다세대주택,경기도 부천시 원종동 296-25번지,2011-07-27,2011,1564,283.2351385,2,POINT (126.810144394082 37.5270745565775),126.810144394082,37.5270745565775
16852,경기도,부천시오정구,오정동,오정동,208-12,오정로199번길,22,11통,\N,\N,1층,경기도 부천시오정구 오정동 208-12,경기도 부천시 오정동 208-12번지,1990-12-01,단독주택,경기도 부천시 오정동 208-12번지,2010-09-21,2010,4326,183.3430295,2,POINT (126.782494004249 37.5275765487587),126.782494004249,37.5275765487587
18773,서울특별시,서초구,양재2동,양재동,360-12,강남대로6길,Mar-74,11통,태림빌라,\N,B02,서울특별시 서초구 양재2동 360-12,서울특별시 서초구 양재동 360-12번지,1991-11-25,다세대주택,서울특별시 서초구 양재동 360-12번지,2012-01-01,2012,382,0,3,POINT (127.044866349103 37.468644267632),127.044866349103,37.468644267632
16853,경기도,부천시오정구,오정동,오정동,208-12,오정로199번길,22,11통,\N,\N,1층 대문에서 바로 계단아래,경기도 부천시오정구 오정동 208-12,경기도 부천시 오정동 208-12번지,1990-12-01,단독주택,경기도 부천시 오정동 208-12번지,2010-09-21,2010,4326,183.3430295,2,POINT (126.782494004249 37.5275765487587),126.782494004249,37.5275765487587
18947,서울특별시,서초구,양재2동,양재동,384,동산로8길,67,9통,연세빌라2차,\N,B01,서울특별시 서초구 양재2동 384,서울특별시 서초구 양재동 384번지,1996-09-06,연립주택,서울특별시 서초구 양재동 384번지,2013-01-01,2013,34,212.545,3,POINT (127.046890411082 37.4694994313035),127.046890411082,37.4694994313035
16854,경기도,부천시오정구,오정동,오정동,208-4,오정로199번길,01월 24일,11통,\N,\N,\N,경기도 부천시오정구 오정동 208-4,경기도 부천시 오정동 208-4번지,1991-04-02,단독주택,경기도 부천시 오정동 208-4번지,2011-07-27,2011,1432,180.919238,2,POINT (126.782629204347 37.5277209270409),126.782629204347,37.5277209270409
18948,서울특별시,서초구,양재2동,양재동,384,동산로8길,67,9통,연세빌라2차,\N,B02,서울특별시 서초구 양재2동 384,서울특별시 서초구 양재동 384번지,1996-09-06,연립주택,서울특별시 서초구 양재동 384번지,2013-01-01,2013,34,212.545,3,POINT (127.046890411082 37.4694994313035),127.046890411082,37.4694994313035
16855,경기도,부천시오정구,오정동,오정동,208-4,오정로199번길,01월 24일,11통,\N,\N,\N,경기도 부천시오정구 오정동 208-4,경기도 부천시 오정동 208-4번지,1991-04-02,단독주택,경기도 부천시 오정동 208-4번지,2011-07-27,2011,1432,180.919238,2,POINT (126.782629204347 37.5277209270409),126.782629204347,37.5277209270409
18949,서울특별시,서초구,양재2동,양재동,384,동산로8길,67,9통,연세빌라2차,\N,B03,서울특별시 서초구 양재2동 384,서울특별시 서초구 양재동 384번지,1996-09-06,연립주택,서울특별시 서초구 양재동 384번지,2013-01-01,2013,34,212.545,3,POINT (127.046890411082 37.4694994313035),127.046890411082,37.4694994313035
16856,경기도,부천시오정구,오정동,오정동,208-5,오정로199번길,01월 22일,11통,\N,\N,1층 대문돌아서 2번째,경기도 부천시오정구 오정동 208-5,경기도 부천시 오정동 208-5번지,1991-04-03,단독주택,경기도 부천시 오정동 208-5번지,2010-09-21,2010,261,181.294176,2,POINT (126.7826523384 37.5275948213076),126.7826523384,37.5275948213076
22993,서울특별시,강남구,대치4동,대치동,901-57,삼성로서57길,09월 26일,1통,조약돌,\N,B1,서울특별시 강남구 대치4동 901-57,서울특별시 강남구 대치동 901-57번지,1990-11-30,다가구주택,서울특별시 강남구 대치동 901-57번지,2013-01-01,2013,61,187.614,3,POINT (127.055619995601 37.5036168366222),127.055619995601,37.5036168366222
16857,경기도,부천시오정구,오정동,오정동,208-5,오정로199번길,01월 22일,11통,\N,\N,1층 대문바로앞,경기도 부천시오정구 오정동 208-5,경기도 부천시 오정동 208-5번지,1991-04-03,단독주택,경기도 부천시 오정동 208-5번지,2010-09-21,2010,261,181.294176,2,POINT (126.7826523384 37.5275948213076),126.7826523384,37.5275948213076
23918,서울특별시,강남구,역삼1동,역삼동,645-27,테헤란대로북8길,01월 18일,2통,\N,\N,B02,서울특별시 강남구 역삼1동 645-27,서울특별시 강남구 역삼동 645-27번지,1990-04-06,단독주택,서울특별시 강남구 역삼동 645-27번지,2013-01-01,2013,64,102.964,3,POINT (127.033667288271 37.5012374657678),127.033667288271,37.5012374657678
16858,경기도,부천시오정구,오정동,오정동,208-6,오정로199번길,01월 20일,11통,\N,\N,1층 4호,경기도 부천시오정구 오정동 208-6,경기도 부천시 오정동 208-6번지,1991-04-04,단독주택,경기도 부천시 오정동 208-6번지,2010-09-21,2010,263,184.583461,2,POINT (126.782663905426 37.5274777261203),126.782663905426,37.5274777261203
24017,서울특별시,강남구,역삼1동,역삼동,659-21,봉은사로남21길,Jan-32,14통,\N,\N,B101,서울특별시 강남구 역삼1동 659-21,서울특별시 강남구 역삼동 659-21번지,1993-07-10,다가구주택,서울특별시 강남구 역삼동 659-21번지,2013-01-01,2013,57,153.515,3,POINT (127.035467469616 37.5054536049745),127.035467469616,37.5054536049745
16859,경기도,부천시오정구,오정동,오정동,208-6,오정로199번길,01월 20일,11통,\N,\N,\N,경기도 부천시오정구 오정동 208-6,경기도 부천시 오정동 208-6번지,1991-04-04,단독주택,경기도 부천시 오정동 208-6번지,2010-09-21,2010,263,184.583461,2,POINT (126.782663905426 37.5274777261203),126.782663905426,37.5274777261203
24018,서울특별시,강남구,역삼1동,역삼동,659-21,봉은사로남21길,Jan-32,14통,\N,\N,B102,서울특별시 강남구 역삼1동 659-21,서울특별시 강남구 역삼동 659-21번지,1993-07-10,다가구주택,서울특별시 강남구 역삼동 659-21번지,2013-01-01,2013,57,153.515,3,POINT (127.035467469616 37.5054536049745),127.035467469616,37.5054536049745
16860,경기도,부천시오정구,오정동,오정동,208-6,오정로199번길,01월 20일,11통,\N,\N,\N,경기도 부천시오정구 오정동 208-6,경기도 부천시 오정동 208-6번지,1991-04-04,단독주택,경기도 부천시 오정동 208-6번지,2010-09-21,2010,263,184.583461,2,POINT (126.782663905426 37.5274777261203),126.782663905426,37.5274777261203
24019,서울특별시,강남구,역삼1동,역삼동,659-21,봉은사로남21길,Jan-32,14통,\N,\N,B103,서울특별시 강남구 역삼1동 659-21,서울특별시 강남구 역삼동 659-21번지,1993-07-10,다가구주택,서울특별시 강남구 역삼동 659-21번지,2013-01-01,2013,57,153.515,3,POINT (127.035467469616 37.5054536049745),127.035467469616,37.5054536049745
16861,경기도,부천시오정구,오정동,오정동,208-7,오정로,209-10,11통,\N,\N,1층 세탁기있는집,경기도 부천시오정구 오정동 208-7,경기도 부천시 오정동 208-7번지,1991-05-28,단독주택,경기도 부천시 오정동 208-7번지,2010-09-21,2010,264,186.2654355,2,POINT (126.782732134118 37.5273516622965),126.782732134118,37.5273516622965
24020,서울특별시,강남구,역삼1동,역삼동,659-22,봉은사로남21길,32,14통,창영빌라,\N,B01,서울특별시 강남구 역삼1동 659-22,서울특별시 강남구 역삼동 659-22번지,1995-07-13,다가구주택,서울특별시 강남구 역삼동 659-22번지,2013-01-01,2013,57,153.515,3,POINT (127.035523963643 37.5055166368864),127.035523963643,37.5055166368864
16862,경기도,부천시오정구,오정동,오정동,208-7,오정로,209-10,11통,\N,\N,\N,경기도 부천시오정구 오정동 208-7,경기도 부천시 오정동 208-7번지,1991-05-28,단독주택,경기도 부천시 오정동 208-7번지,2010-09-21,2010,264,186.2654355,2,POINT (126.782732134118 37.5273516622965),126.782732134118,37.5273516622965
24021,서울특별시,강남구,역삼1동,역삼동,659-22,봉은사로남21길,32,14통,창영빌라,\N,B03,서울특별시 강남구 역삼1동 659-22,서울특별시 강남구 역삼동 659-22번지,1995-07-13,다가구주택,서울특별시 강남구 역삼동 659-22번지,2013-01-01,2013,57,153.515,3,POINT (127.035523963643 37.5055166368864),127.035523963643,37.5055166368864
16863,경기도,부천시오정구,오정동,오정동,208-7,오정로,209-10,11통,\N,\N,\N,경기도 부천시오정구 오정동 208-7,경기도 부천시 오정동 208-7번지,1991-05-28,단독주택,경기도 부천시 오정동 208-7번지,2010-09-21,2010,264,186.2654355,2,POINT (126.782732134118 37.5273516622965),126.782732134118,37.5273516622965
24318,서울특별시,강남구,역삼1동,역삼동,693-3,테헤란대로북34길,66,23통,건창빌라,\N,101,서울특별시 강남구 역삼1동 693-3,서울특별시 강남구 역삼동 693-3번지,1997-10-14,다가구주택,서울특별시 강남구 역삼동 693-3번지,2013-01-01,2013,59,166.627,3,POINT (127.043543768601 37.5075952650549),127.043543768601,37.5075952650549
16864,경기도,부천시오정구,오정동,오정동,208-8,오정로,209-14,11통,\N,\N,1층 1호,경기도 부천시오정구 오정동 208-8,경기도 부천시 오정동 208-8번지,1990-12-28,단독주택,경기도 부천시 오정동 208-8번지,2010-09-21,2010,1430,173.460041,2,POINT (126.782596514925 37.5273154105653),126.782596514925,37.5273154105653
24580,서울특별시,강남구,역삼1동,역삼동,741-42,논현로서56길,52,32통,성지빌라,\N,101,서울특별시 강남구 역삼1동 741-42,서울특별시 강남구 역삼동 741-42번지,1994-07-11,다가구주택,서울특별시 강남구 역삼동 741-42번지,2013-01-01,2013,70,185.445,3,POINT (127.03467152409 37.4964348028863),127.03467152409,37.4964348028863
16865,경기도,부천시오정구,오정동,오정동,208-8,오정로,209-14,11통,\N,\N,1층 9호,경기도 부천시오정구 오정동 208-8,경기도 부천시 오정동 208-8번지,1990-12-28,단독주택,경기도 부천시 오정동 208-8번지,2010-09-21,2010,1430,173.460041,2,POINT (126.782596514925 37.5273154105653),126.782596514925,37.5273154105653
24581,서울특별시,강남구,역삼1동,역삼동,741-42,논현로서56길,52,32통,성지빌라,\N,102,서울특별시 강남구 역삼1동 741-42,서울특별시 강남구 역삼동 741-42번지,1994-07-11,다가구주택,서울특별시 강남구 역삼동 741-42번지,2013-01-01,2013,70,185.445,3,POINT (127.03467152409 37.4964348028863),127.03467152409,37.4964348028863
16866,경기도,부천시오정구,오정동,오정동,208-9,오정로199번길,18,11통,\N,\N,1층 오른쪽옆집,경기도 부천시오정구 오정동 208-9,경기도 부천시 오정동 208-9번지,1991-04-10,단독주택,경기도 부천시 오정동 208-9번지,2011-07-27,2011,829,171.5136075,2,POINT (126.782483443051 37.5273062323813),126.782483443051,37.5273062323813
24646,서울특별시,강남구,역삼1동,역삼동,745-36,역삼로북10길,33,34통,역삼빌라,A,101,서울특별시 강남구 역삼1동 745-36,서울특별시 강남구 역삼동 745-36번지,1988-08-01,다세대주택,서울특별시 강남구 역삼동 745-36번지,2013-01-01,2013,69,119.243,3,POINT (127.037521790265 37.4973529146506),127.037521790265,37.4973529146506
16867,경기도,부천시오정구,오정동,오정동,208-9,오정로199번길,18,11통,\N,\N,1층 왼쪽옆집,경기도 부천시오정구 오정동 208-9,경기도 부천시 오정동 208-9번지,1991-04-10,단독주택,경기도 부천시 오정동 208-9번지,2011-07-27,2011,829,171.5136075,2,POINT (126.782483443051 37.5273062323813),126.782483443051,37.5273062323813
24661,서울특별시,강남구,역삼1동,역삼동,748-19,역삼로북10길,07월 03일,36통,\N,\N,101,서울특별시 강남구 역삼1동 748-19,서울특별시 강남구 역삼동 748-19번지,1997-03-24,다가구주택,서울특별시 강남구 역삼동 748-19번지,2013-01-01,2013,68,160.079,3,POINT (127.036559715418 37.4958305514864),127.036559715418,37.4958305514864
20022,경기도,광명시,광명3동,광명동,158-988,광이로13번길,09월 09일,9통,\N,\N,\N,경기도 광명시 광명3동 158-988,경기도 광명시 광명동 158-988번지,1991-08-22,다가구주택,경기도 광명시 광명동 158-988번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.856844838176 37.4795493332108),126.856844838176,37.4795493332108
